Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	CheckM completeness	CheckM contamination
GCA_003466885.1	ASM346688v1	Bacteroides uniformis		AM43-9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSFH01	59	94.79	7.08
GCF_003466885.1	ASM346688v1	Bacteroides uniformis		AM43-9					GCF_003466885.1-RS_2024_09_17	Scaffold	2018-09-06	QSFH01	59	94.79	7.08
GCA_003459325.1	ASM345932v1	Bacteroides uniformis		AF21-53					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRVP01	70	94.36	5.45
GCF_003459325.1	ASM345932v1	Bacteroides uniformis		AF21-53					GCF_003459325.1-RS_2024_09_17	Scaffold	2018-09-05	QRVP01	70	94.36	5.45
GCA_003469435.1	ASM346943v1	Bacteroides uniformis		AM29-2AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSJV01	62	90.79	3.67
GCF_003469435.1	ASM346943v1	Bacteroides uniformis		AM29-2AC					GCF_003469435.1-RS_2024_09_17	Scaffold	2018-09-06	QSJV01	62	90.79	3.67
GCA_003459585.1	ASM345958v1	Bacteroides uniformis		AF19-3LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRWJ01	66	90.79	3.73
GCF_003459585.1	ASM345958v1	Bacteroides uniformis		AF19-3LB					GCF_003459585.1-RS_2024_09_17	Scaffold	2018-09-05	QRWJ01	66	90.79	3.73
GCA_003460085.1	ASM346008v1	Bacteroides uniformis		AF17-20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRXV01	63	97.04	7.08
GCF_003460085.1	ASM346008v1	Bacteroides uniformis		AF17-20					GCF_003460085.1-RS_2024_09_17	Scaffold	2018-09-05	QRXV01	63	97.04	7.08
GCA_003466245.1	ASM346624v1	Bacteroides uniformis		TM10-17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSOF01	66	94.58	4.1
GCF_003466245.1	ASM346624v1	Bacteroides uniformis		TM10-17					GCF_003466245.1-RS_2024_09_17	Scaffold	2018-08-31	QSOF01	66	94.58	4.1
GCA_003470725.1	ASM347072v1	Bacteroides uniformis		AM16-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRKG01	63	93.6	8.16
GCF_003470725.1	ASM347072v1	Bacteroides uniformis		AM16-3					GCF_003470725.1-RS_2024_09_17	Scaffold	2018-09-06	QRKG01	63	93.6	8.16
GCA_003468325.1	ASM346832v1	Bacteroides uniformis		AM37-7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSHJ01	59	89.48	4.52
GCF_003468325.1	ASM346832v1	Bacteroides uniformis		AM37-7					GCF_003468325.1-RS_2024_09_17	Scaffold	2018-09-06	QSHJ01	59	89.48	4.52
GCA_003469475.1	ASM346947v1	Bacteroides uniformis		AM28-49					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSKD01	93	94.65	4.55
GCF_003469475.1	ASM346947v1	Bacteroides uniformis		AM28-49					GCF_003469475.1-RS_2024_09_17	Scaffold	2018-09-06	QSKD01	93	94.65	4.55
GCA_003464785.1	ASM346478v1	Bacteroides uniformis		AF14-14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRZP01	100	94.64	9.86
GCF_003464785.1	ASM346478v1	Bacteroides uniformis		AF14-14					GCF_003464785.1-RS_2024_12_17	Scaffold	2018-09-06	QRZP01	100	94.64	9.86
GCA_003437005.1	ASM343700v1	Bacteroides uniformis		TF08-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSRK01	71	95.87	5.78
GCF_003437005.1	ASM343700v1	Bacteroides uniformis		TF08-13					GCF_003437005.1-RS_2024_09_17	Scaffold	2018-08-31	QSRK01	71	95.87	5.78
GCA_003464525.1	ASM346452v1	Bacteroides uniformis		AF14-42					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRZC01	131	95.03	9.87
GCF_003464525.1	ASM346452v1	Bacteroides uniformis		AF14-42					GCF_003464525.1-RS_2024_12_17	Scaffold	2018-09-06	QRZC01	131	95.03	9.87
GCA_003467575.1	ASM346757v1	Parabacteroides distasonis		AM38-13AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSHF01	37	98.88	1.29
GCF_003467575.1	ASM346757v1	Parabacteroides distasonis		AM38-13AC					GCF_003467575.1-RS_2024_09_17	Scaffold	2018-09-06	QSHF01	37	98.88	1.29
GCA_003438675.1	ASM343867v1	Parabacteroides distasonis		OM07-5BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSTM01	33	98.61	1.49
GCF_003438675.1	ASM343867v1	Parabacteroides distasonis		OM07-5BH					GCF_003438675.1-RS_2024_09_17	Scaffold	2018-08-31	QSTM01	33	98.61	1.49
GCA_003469715.1	ASM346971v1	Parabacteroides distasonis		AM26-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSLF01	48	98.84	0.77
GCF_003469715.1	ASM346971v1	Parabacteroides distasonis		AM26-10					GCF_003469715.1-RS_2024_09_17	Scaffold	2018-09-06	QSLF01	48	98.84	0.77
GCA_003468915.1	ASM346891v1	Parabacteroides distasonis		AM30-4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSJN01	51	98.88	1.32
GCF_003468915.1	ASM346891v1	Parabacteroides distasonis		AM30-4					GCF_003468915.1-RS_2024_09_17	Scaffold	2018-09-06	QSJN01	51	98.88	1.32
GCA_003472045.1	ASM347204v1	Parabacteroides distasonis		AM15-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRKR01	48	98.57	0.67
GCF_003472045.1	ASM347204v1	Parabacteroides distasonis		AM15-13					GCF_003472045.1-RS_2024_09_17	Scaffold	2018-09-06	QRKR01	48	98.57	0.67
GCA_003437495.1	ASM343749v1	Parabacteroides distasonis		TF10-4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSQS01	52	98.84	1.14
GCF_003437495.1	ASM343749v1	Parabacteroides distasonis		TF10-4					GCF_003437495.1-RS_2024_09_17	Scaffold	2018-08-31	QSQS01	52	98.84	1.14
GCA_003459965.1	ASM345996v1	Parabacteroides distasonis		AF18-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRXK01	45	98.88	1.59
GCF_003459965.1	ASM345996v1	Parabacteroides distasonis		AF18-10					GCF_003459965.1-RS_2024_09_17	Scaffold	2018-09-05	QRXK01	45	98.88	1.59
GCA_003468605.1	ASM346860v1	Parabacteroides distasonis		AM33-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSIP01	60	98.84	0.82
GCF_003468605.1	ASM346860v1	Parabacteroides distasonis		AM33-1					GCF_003468605.1-RS_2024_09_17	Scaffold	2018-09-06	QSIP01	60	98.84	0.82
GCA_003439415.1	ASM343941v1	Parabacteroides distasonis		OM02-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSVO01	61	98.84	1.36
GCF_003439415.1	ASM343941v1	Parabacteroides distasonis		OM02-13					GCF_003439415.1-RS_2024_09_17	Scaffold	2018-08-31	QSVO01	61	98.84	1.36
GCA_003464475.1	ASM346447v1	Parabacteroides distasonis		AF14-4AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRYZ01	48	98.84	1.28
GCF_003464475.1	ASM346447v1	Parabacteroides distasonis		AF14-4AC					GCF_003464475.1-RS_2024_09_17	Scaffold	2018-09-06	QRYZ01	48	98.84	1.28
GCA_003474765.1	ASM347476v1	Parabacteroides distasonis		AF36-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRPA01	57	98.81	2.14
GCF_003474765.1	ASM347476v1	Parabacteroides distasonis		AF36-3					GCF_003474765.1-RS_2024_09_18	Scaffold	2018-09-06	QRPA01	57	98.81	2.14
GCA_003470105.1	ASM347010v1	Parabacteroides distasonis		AM26-22AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSLB01	52	98.84	2.66
GCF_003470105.1	ASM347010v1	Parabacteroides distasonis		AM26-22AC					GCF_003470105.1-RS_2024_09_17	Scaffold	2018-09-06	QSLB01	52	98.84	2.66
GCA_003471825.1	ASM347182v1	Parabacteroides distasonis		AM16-4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRKE01	74	98.84	1.48
GCF_003471825.1	ASM347182v1	Parabacteroides distasonis		AM16-4					GCF_003471825.1-RS_2024_10_26	Scaffold	2018-09-06	QRKE01	74	98.84	1.48
GCA_003469235.1	ASM346923v1	Parabacteroides distasonis		AM32-23					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSIV01	99	98.88	1.64
GCF_003469235.1	ASM346923v1	Parabacteroides distasonis		AM32-23					GCF_003469235.1-RS_2024_09_17	Scaffold	2018-09-06	QSIV01	99	98.88	1.64
GCA_003475725.1	ASM347572v1	Parabacteroides distasonis		AF33-31					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRPY01	83	98.88	1.29
GCF_003475725.1	ASM347572v1	Parabacteroides distasonis		AF33-31					GCF_003475725.1-RS_2024_09_18	Scaffold	2018-09-06	QRPY01	83	98.88	1.29
GCA_003469775.1	ASM346977v1	Parabacteroides distasonis		AM25-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSLL01	314	98.67	1.14
GCF_003469775.1	ASM346977v1	Parabacteroides distasonis		AM25-3					GCF_003469775.1-RS_2024_09_17	Scaffold	2018-09-06	QSLL01	314	98.67	1.14
GCA_003465275.1	ASM346527v1	Bacteroides ovatus		AF14-13AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRZQ01	43	99.01	1.69
GCF_003465275.1	ASM346527v1	Bacteroides ovatus		AF14-13AC					GCF_003465275.1-RS_2025_01_08	Scaffold	2018-09-06	QRZQ01	43	99.01	1.69
GCA_003472145.1	ASM347214v1	Bacteroides ovatus		AM14-26					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRKX01	90	98.86	0.72
GCF_003472145.1	ASM347214v1	Bacteroides ovatus		AM14-26					GCF_003472145.1-RS_2024_09_17	Scaffold	2018-09-06	QRKX01	90	98.86	0.72
GCA_003458905.1	ASM345890v1	Bacteroides ovatus		AF27-16BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRTO01	79	99.01	2.46
GCF_003458905.1	ASM345890v1	Bacteroides ovatus		AF27-16BH					GCF_003458905.1-RS_2024_12_17	Scaffold	2018-09-05	QRTO01	79	99.01	2.46
GCA_003472085.1	ASM347208v1	Bacteroides ovatus		AM14-40					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRKT01	74	98.86	0.76
GCF_003472085.1	ASM347208v1	Bacteroides ovatus		AM14-40					GCF_003472085.1-RS_2024_09_17	Scaffold	2018-09-06	QRKT01	74	98.86	0.76
GCA_003470645.1	ASM347064v1	Bacteroides ovatus		AM17-48					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRJR01	98	98.38	1.99
GCF_003470645.1	ASM347064v1	Bacteroides ovatus		AM17-48					GCF_003470645.1-RS_2024_12_17	Scaffold	2018-09-06	QRJR01	98	98.38	1.99
GCA_003459425.1	ASM345942v1	Bacteroides ovatus		AF20-9LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRVZ01	98	98.69	0.59
GCF_003459425.1	ASM345942v1	Bacteroides ovatus		AF20-9LB					GCF_003459425.1-RS_2024_09_17	Scaffold	2018-09-05	QRVZ01	98	98.69	0.59
GCA_003458305.1	ASM345830v1	Bacteroides ovatus		AF26-20AA					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRTX01	77	98.86	0.34
GCF_003458305.1	ASM345830v1	Bacteroides ovatus		AF26-20AA					GCF_003458305.1-RS_2024_09_17	Scaffold	2018-09-05	QRTX01	77	98.86	0.34
GCA_003439865.1	ASM343986v1	Bacteroides ovatus		OF05-12AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSWC01	80	97.86	1.79
GCF_003439865.1	ASM343986v1	Bacteroides ovatus		OF05-12AC					GCF_003439865.1-RS_2024_09_17	Scaffold	2018-08-31	QSWC01	80	97.86	1.79
GCA_003466305.1	ASM346630v1	Bacteroides ovatus		TM07-20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSOU01	66	99.01	0.21
GCF_003466305.1	ASM346630v1	Bacteroides ovatus		TM07-20					GCF_003466305.1-RS_2024_09_17	Scaffold	2018-08-31	QSOU01	66	99.01	0.21
GCA_003472965.1	ASM347296v1	Bacteroides ovatus		AM14-35					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRKV01	87	98.86	0.72
GCF_003472965.1	ASM347296v1	Bacteroides ovatus		AM14-35					GCF_003472965.1-RS_2024_09_17	Scaffold	2018-09-06	QRKV01	87	98.86	0.72
GCA_003457725.1	ASM345772v1	Bacteroides ovatus		AF29-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRSY01	100	98.55	1.05
GCF_003457725.1	ASM345772v1	Bacteroides ovatus		AF29-12					GCF_003457725.1-RS_2024_09_17	Scaffold	2018-09-05	QRSY01	100	98.55	1.05
GCA_003463495.1	ASM346349v1	Bacteroides ovatus		OF01-19AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSDC01	91	98.86	1.04
GCF_003463495.1	ASM346349v1	Bacteroides ovatus		OF01-19AC					GCF_003463495.1-RS_2024_09_17	Scaffold	2018-09-06	QSDC01	91	98.86	1.04
GCA_003468155.1	ASM346815v1	Bacteroides ovatus		AM40-4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSGM01	149	98.86	0.43
GCF_003468155.1	ASM346815v1	Bacteroides ovatus		AM40-4					GCF_003468155.1-RS_2024_09_17	Scaffold	2018-09-06	QSGM01	149	98.86	0.43
GCA_003468975.1	ASM346897v1	Bacteroides ovatus		AM30-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSJT01	68	98.86	0.55
GCF_003468975.1	ASM346897v1	Bacteroides ovatus		AM30-13					GCF_003468975.1-RS_2024_09_17	Scaffold	2018-09-06	QSJT01	68	98.86	0.55
GCA_003459105.1	ASM345910v1	Bacteroides ovatus		AF24-28LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRUQ01	129	99.18	1.85
GCF_003459105.1	ASM345910v1	Bacteroides ovatus		AF24-28LB					GCF_003459105.1-RS_2024_10_13	Scaffold	2018-09-05	QRUQ01	129	99.18	1.85
GCA_003465985.1	ASM346598v1	Bacteroides ovatus		AF04-46					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSBI01	97	97.9	0.77
GCF_003465985.1	ASM346598v1	Bacteroides ovatus		AF04-46					GCF_003465985.1-RS_2024_09_17	Scaffold	2018-09-06	QSBI01	97	97.9	0.77
GCA_003465715.1	ASM346571v1	Bacteroides ovatus		AF04-17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSBL01	104	97.89	0.77
GCF_003465715.1	ASM346571v1	Bacteroides ovatus		AF04-17					GCF_003465715.1-RS_2024_09_17	Scaffold	2018-09-06	QSBL01	104	97.89	0.77
GCA_003468695.1	ASM346869v1	Bacteroides ovatus		AM32-14LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSIX01	93	98.09	0.55
GCF_003468695.1	ASM346869v1	Bacteroides ovatus		AM32-14LB					GCF_003468695.1-RS_2024_09_17	Scaffold	2018-09-06	QSIX01	93	98.09	0.55
GCA_003459125.1	ASM345912v1	Mediterraneibacter gnavus		AF24-23LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRUR01	44	94.86	1.51
GCF_003459125.1	ASM345912v1	Mediterraneibacter gnavus		AF24-23LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRUR01	44	94.86	1.51
GCA_003459705.1	ASM345970v1	Mediterraneibacter gnavus		AF19-16AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRWQ01	72	93.99	3.52
GCF_003459705.1	ASM345970v1	Mediterraneibacter gnavus		AF19-16AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRWQ01	72	93.99	3.52
GCA_003467625.1	ASM346762v1	Mediterraneibacter gnavus		AM38-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSHH01	52	93.86	2.06
GCF_003467625.1	ASM346762v1	Mediterraneibacter gnavus		AM38-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSHH01	52	93.86	2.06
GCA_003471625.1	ASM347162v1	Mediterraneibacter gnavus		AM17-51					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRJQ01	67	92.31	1.8
GCF_003471625.1	ASM347162v1	Mediterraneibacter gnavus		AM17-51					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRJQ01	67	92.31	1.8
GCA_003471005.1	ASM347100v1	Mediterraneibacter gnavus		AM22-7AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRIA01	62	94.59	2.7
GCF_003471005.1	ASM347100v1	Mediterraneibacter gnavus		AM22-7AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRIA01	62	94.59	2.7
GCA_003473045.1	ASM347304v1	Mediterraneibacter gnavus		AM13-39					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRLD01	58	94.44	2.38
GCF_003473045.1	ASM347304v1	Mediterraneibacter gnavus		AM13-39					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRLD01	58	94.44	2.38
GCA_003473185.1	ASM347318v1	Mediterraneibacter gnavus		AM12-54					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRLN01	52	92.87	1.54
GCF_003473185.1	ASM347318v1	Mediterraneibacter gnavus		AM12-54					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRLN01	52	92.87	1.54
GCA_003469585.1	ASM346958v1	Mediterraneibacter gnavus		AM27-32					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSKP01	66	93.7	1.76
GCF_003469585.1	ASM346958v1	Mediterraneibacter gnavus		AM27-32					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSKP01	66	93.7	1.76
GCA_003475065.1	ASM347506v1	Mediterraneibacter gnavus		AF34-4BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRPU01	68	95.37	3.36
GCF_003475065.1	ASM347506v1	Mediterraneibacter gnavus		AF34-4BH					GCF_003475065.1-RS_2025_02_27	Scaffold	2018-09-06	QRPU01	68	95.37	3.36
GCA_003468635.1	ASM346863v1	Mediterraneibacter gnavus		AM32-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSIR01	108	96.58	6.25
GCF_003468635.1	ASM346863v1	Mediterraneibacter gnavus		AM32-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSIR01	108	96.58	6.25
GCA_003471265.1	ASM347126v1	Mediterraneibacter gnavus		AM21-18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRIS01	151	93.98	6.08
GCF_003471265.1	ASM347126v1	Mediterraneibacter gnavus		AM21-18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRIS01	151	93.98	6.08
GCA_003436535.1	ASM343653v1	Mediterraneibacter gnavus		TM04-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSPZ01	90	93.94	2.45
GCF_003436535.1	ASM343653v1	Mediterraneibacter gnavus		TM04-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSPZ01	90	93.94	2.45
GCA_003470485.1	ASM347048v1	Mediterraneibacter gnavus		AM21-41					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRIP01	154	93.98	6.11
GCF_003470485.1	ASM347048v1	Mediterraneibacter gnavus		AM21-41					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRIP01	154	93.98	6.11
GCA_003464875.1	ASM346487v1	Mediterraneibacter gnavus		AF13-14A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSAA01	132	91.28	3.53
GCF_003464875.1	ASM346487v1	Mediterraneibacter gnavus		AF13-14A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSAA01	132	91.28	3.53
GCA_003457855.1	ASM345785v1	Mediterraneibacter gnavus		AF27-4BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRTJ01	144	92.98	3.32
GCF_003457855.1	ASM345785v1	Mediterraneibacter gnavus		AF27-4BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRTJ01	144	92.98	3.32
GCA_003475365.1	ASM347536v1	Mediterraneibacter gnavus		AF33-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRQE01	197	95.88	6.94
GCF_003475365.1	ASM347536v1	Mediterraneibacter gnavus		AF33-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRQE01	197	95.88	6.94
GCA_003436835.1	ASM343683v1	Ligilactobacillus ruminis		TF10-9AT					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSQR01	24	94.49	4.83
GCF_003436835.1	ASM343683v1	Ligilactobacillus ruminis		TF10-9AT					GCF_003436835.1-RS_2024_11_18	Scaffold	2018-08-31	QSQR01	24	94.49	4.83
GCA_003465905.1	ASM346590v1	Lactobacillus amylovorus subsp. animalium		AF08-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSAX01	134	91.25	5.76
GCF_003465905.1	ASM346590v1	Lactobacillus amylovorus subsp. animalium		AF08-3					GCF_003465905.1-RS_2024_09_17	Scaffold	2018-09-06	QSAX01	134	91.25	5.76
GCA_003438525.1	ASM343852v1	Eggerthella lenta		TF05-26B-4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSSL01	83	97.65	1.57
GCF_003438525.1	ASM343852v1	Eggerthella lenta		TF05-26B-4					GCF_003438525.1-RS_2024_09_17	Scaffold	2018-08-31	QSSL01	83	97.65	1.57
GCA_003470855.1	ASM347085v1	Streptococcus parasanguinis		AM25-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRHK01	4	99.23	0.79
GCF_003470855.1	ASM347085v1	Streptococcus parasanguinis		AM25-15					GCF_003470855.1-RS_2024_09_17	Scaffold	2018-09-06	QRHK01	4	99.23	0.79
GCA_003468585.1	ASM346858v1	Streptococcus parasanguinis		AM33-3BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSIO01	13	99.55	0.78
GCF_003468585.1	ASM346858v1	Streptococcus parasanguinis		AM33-3BH					GCF_003468585.1-RS_2024_09_17	Scaffold	2018-09-06	QSIO01	13	99.55	0.78
GCA_003475645.1	ASM347564v1	Streptococcus parasanguinis		AF30-12BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRQU01	11	98.75	0.44
GCF_003475645.1	ASM347564v1	Streptococcus parasanguinis		AF30-12BH					GCF_003475645.1-RS_2024_09_18	Scaffold	2018-09-06	QRQU01	11	98.75	0.44
GCA_003465965.1	ASM346596v1	Veillonella parvula		AF04-47					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSBH01	21	97.37	1.44
GCF_003465965.1	ASM346596v1	Veillonella parvula		AF04-47					GCF_003465965.1-RS_2024_09_17	Scaffold	2018-09-06	QSBH01	21	97.37	1.44
GCA_003463225.1	ASM346322v1	Enterococcus avium		OF02-3AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSCV01	126	98.37	9.3
GCF_003463225.1	ASM346322v1	Enterococcus avium		OF02-3AC					GCF_003463225.1-RS_2024_09_17	Scaffold	2018-09-06	QSCV01	126	98.37	9.3
GCA_003437315.1	ASM343731v1	Segatella copri		TF06-40					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSSA01	100	99.05	0.34
GCF_003437315.1	ASM343731v1	Segatella copri		TF06-40					GCF_003437315.1-RS_2024_07_21	Scaffold	2018-08-31	QSSA01	100	99.05	0.34
GCA_003464975.1	ASM346497v1	Segatella copri		AF12-50					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSAG01	120	99.38	0.5
GCF_003464975.1	ASM346497v1	Segatella copri		AF12-50					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSAG01	120	99.38	0.5
GCA_003465445.1	ASM346544v1	Segatella copri		AF11-14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSAQ01	125	99.55	
GCF_003465445.1	ASM346544v1	Segatella copri		AF11-14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSAQ01	125	99.55	
GCA_003459205.1	ASM345920v1	Segatella copri		AF24-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRVA01	150	99.55	0.84
GCF_003459205.1	ASM345920v1	Segatella copri		AF24-12					GCF_003459205.1-RS_2024_07_21	Scaffold	2018-09-05	QRVA01	150	99.55	0.84
GCA_003438885.1	ASM343888v1	Segatella copri		OM06-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSUC01	116	99.55	0.34
GCF_003438885.1	ASM343888v1	Segatella copri		OM06-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSUC01	116	99.55	0.34
